Season_Episode_Name,Rating,Link,Story,Director,Writers,Stars
S4.E16 ∙ The Cohabitation Formulation,7.8,https://www.imdb.com//title/tt1632231/?ref_=ttep_ep_16,"Bernadette makes Howard choose between herself and his mother, while Penny and Raj become upset when Priya returns to town and resumes her relationship with Leonard.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S4.E17 ∙ The Toast Derivation,7.9,https://www.imdb.com//title/tt1632232/?ref_=ttep_ep_17,Sheldon becomes concerned when everybody begins to hang out at Raj's apartment and discovers Leonard is the center of the group.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S4.E18 ∙ The Prestidigitation Approximation,8.1,https://www.imdb.com//title/tt1632233/?ref_=ttep_ep_18,Priya forces Leonard to choose between a relationship with her or a friendship with Penny. A magic trick by Howard has Sheldon fooled.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S4.E19 ∙ The Zarnecki Incursion,8.0,https://www.imdb.com//title/tt1632234/?ref_=ttep_ep_19,"The guys go all out to help Sheldon find the person responsible for hacking his online gaming account, while the girls' hatred for Priya increases.",['Peter Chakos'],"['Chuck Lorre, Bill Prady, David Goetsch']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S4.E20 ∙ The Herb Garden Germination,8.2,https://www.imdb.com//title/tt1632236/?ref_=ttep_ep_20,Sheldon and Amy secretly experiment on the gang by spreading rumors when they hear that Bernadette is thinking about breaking up with Howard.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S4.E21 ∙ The Agreement Dissection,8.2,https://www.imdb.com//title/tt1632237/?ref_=ttep_ep_21,"When Priya finds a loophole in the roommate agreement to throw Sheldon out for the night, Penny, Amy and Bernadette take him to a nightclub.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S4.E22 ∙ The Wildebeest Implementation,7.7,https://www.imdb.com//title/tt1632238/?ref_=ttep_ep_22,"Sheldon invents a three-player chess game, Penny and Amy use Bernadette to spy on Leonard and Priya, and Raj tries a new drug to treat his social anxiety.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Eddie Gorodetsky']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S4.E23 ∙ The Engagement Reaction,8.0,https://www.imdb.com//title/tt1632239/?ref_=ttep_ep_23,"Howard believes that his mom suffered a heart attack because he told her that he's marrying Bernadette, Sheldon freaks out over germs, and Penny and Priya compare notes on Leonard.",['Howard Murray'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S4.E24 ∙ The Roommate Transmogrification,8.5,https://www.imdb.com//title/tt1918407/?ref_=ttep_ep_24,Raj moves in with Sheldon after hearing Leonard and Priya engage in a Star Trek fantasy in his apartment. Bernadette receives her doctorate.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Eric Kaplan']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S5.E1 ∙ The Skank Reflex Analysis,8.0,https://www.imdb.com//title/tt1980710/?ref_=ttep_ep_1,The gang deal with the fallout from Penny and Raj's night together.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S5.E2 ∙ The Infestation Hypothesis,8.0,https://www.imdb.com//title/tt2033019/?ref_=ttep_ep_2,Amy gets inadvertently caught in the middle of a fight between Sheldon and Penny over a chair. Leonard tries to add some spice to his long-distance relationship with Priya.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Jim Reynolds']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S5.E3 ∙ The Pulled Groin Extrapolation,7.6,https://www.imdb.com//title/tt2057241/?ref_=ttep_ep_3,Leonard accompanies Amy to a colleague's wedding. Howard tries to convince Bernadette to live with his mother after they get married.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S5.E4 ∙ The Wiggly Finger Catalyst,7.8,https://www.imdb.com//title/tt2058495/?ref_=ttep_ep_4,"Penny sets up Raj with a deaf friend, not knowing that she's actually a gold digger, and Sheldon decides to let his minor decisions rest on the roll of the dice.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S5.E5 ∙ The Russian Rocket Reaction,8.0,https://www.imdb.com//title/tt2063481/?ref_=ttep_ep_5,"Sheldon takes offense when Leonard wants to attend a party with Wil Wheaton, while Bernadette tries to block Howard's opportunity to go into outer space.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Eric Kaplan']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S5.E6 ∙ The Rhinitis Revelation,7.5,https://www.imdb.com//title/tt2079337/?ref_=ttep_ep_6,Sheldon gets upset when his mother comes to visit but refuses to cook for him and attend physics lectures.,['Howard Murray'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S5.E7 ∙ The Good Guy Fluctuation,8.5,https://www.imdb.com//title/tt2082016/?ref_=ttep_ep_7,Sheldon tries to get into the spirit of Halloween by trying to scare the guys after they prank him. Leonard seeks Penny's advice when an attractive comic book artist takes an interest in him.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S5.E8 ∙ The Isolation Permutation,7.6,https://www.imdb.com//title/tt2092310/?ref_=ttep_ep_8,"Amy is hurt when Penny and Bernadette go bridesmaid dress shopping without her, so she turns to a reluctant Sheldon for comfort.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S5.E9 ∙ The Ornithophobia Diffusion,8.1,https://www.imdb.com//title/tt2100287/?ref_=ttep_ep_9,"Sheldon tries to overcome his fear of birds, while Leonard and Penny attempt to hang out together strictly as friends.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S5.E10 ∙ The Flaming Spittoon Acquisition,7.9,https://www.imdb.com//title/tt2105978/?ref_=ttep_ep_10,"When Stuart asks Amy on a date, Sheldon considers having a more serious relationship with her. Meanwhile, the guys become obsessed with a new card game involving Wild West heroes and witches.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Jim Reynolds']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S5.E11 ∙ The Speckerman Recurrence,7.3,https://www.imdb.com//title/tt2119890/?ref_=ttep_ep_11,"Leonard confronts the man who bullied him in high school, while Penny realizes she did her fair share of tormenting in the past.",['Anthony Rich'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S5.E12 ∙ The Shiny Trinket Maneuver,7.6,https://www.imdb.com//title/tt2136314/?ref_=ttep_ep_12,Penny helps Sheldon work on his relationship with Amy when he trivializes one of her accomplishments. Howard is irked by Bernadette's dislike of children.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S5.E13 ∙ The Recombination Hypothesis,8.1,https://www.imdb.com//title/tt2139151/?ref_=ttep_ep_13,Leonard and Penny contemplate reviving their romantic relationship.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S5.E14 ∙ The Beta Test Initiation,8.2,https://www.imdb.com//title/tt2181587/?ref_=ttep_ep_14,Leonard and Penny develop a system to ensure their dates go smoothly. Raj finally finds a woman he can talk to - the virtual assistant on his mobile phone.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, David Goetsch']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S5.E15 ∙ The Friendship Contraction,7.7,https://www.imdb.com//title/tt2192687/?ref_=ttep_ep_15,"Leonard signs out of his roommate agreement, reducing himself and Sheldon to mere acquaintances, while Howard tries to think of a cool astronaut nickname for himself.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S5.E16 ∙ The Vacation Solution,7.5,https://www.imdb.com//title/tt2209665/?ref_=ttep_ep_16,"When the university forces Sheldon to use vacation days, he decides to hang out in Amy's lab. Howard becomes upset when he hears Bernadette wants him to sign a prenuptial agreement.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S5.E17 ∙ The Rothman Disintegration,7.8,https://www.imdb.com//title/tt2220955/?ref_=ttep_ep_17,Sheldon battles Kripke for a coveted office at the university. Penny receives a very unusual gift from Amy.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S5.E18 ∙ The Werewolf Transformation,8.2,https://www.imdb.com//title/tt2238153/?ref_=ttep_ep_18,"Sheldon wreaks havoc when he tries to get a haircut from his regular barber, who is ill. Howard runs into a few problems with astronaut training.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S5.E19 ∙ The Weekend Vortex,8.1,https://www.imdb.com//title/tt2275203/?ref_=ttep_ep_19,Sheldon has to choose between joining Amy at her aunt's birthday party or playing videogames all weekend with the guys.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Simon Helberg']"
S5.E20 ∙ The Transporter Malfunction,8.1,https://www.imdb.com//title/tt2275201/?ref_=ttep_ep_20,Raj gets quite a surprise when he asks his parents to set him up on a date. Penny buys Leonard and Sheldon a pair of Star Trek keepsake collectibles.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S5.E21 ∙ The Hawking Excitation,8.5,https://www.imdb.com//title/tt2300453/?ref_=ttep_ep_21,"Sheldon uses any and all means to meet his hero, Dr. Stephen Hawking.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Eric Kaplan']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S5.E22 ∙ The Stag Convergence,7.7,https://www.imdb.com//title/tt2332311/?ref_=ttep_ep_22,"The guys throw Howard a bachelor party, and some embarrassing details about his life get posted on the Internet.",['Peter Chakos'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S5.E23 ∙ The Launch Acceleration,8.1,https://www.imdb.com//title/tt2372043/?ref_=ttep_ep_23,"NASA cancel, and later reinstate Howard's mission into space, coinciding with his wedding. Leonard inadvertently jeopardizes his relationship with Penny.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steve Holland']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S5.E24 ∙ The Countdown Reflection,8.5,https://www.imdb.com//title/tt2379487/?ref_=ttep_ep_24,"As Howard prepares for his mission into space, flashbacks show the recent events leading up to his and Bernadette's wedding.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S6.E1 ∙ The Date Night Variable,7.6,https://www.imdb.com//title/tt2194640/?ref_=ttep_ep_1,Raj crashes Sheldon and Amy's second anniversary and interferes in Leonard and Penny's relationship. Howard gets caught in the middle of an argument between Bernadette and his mother.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S6.E2 ∙ The Decoupling Fluctuation,7.6,https://www.imdb.com//title/tt2392630/?ref_=ttep_ep_2,"Penny continues to have doubts about her relationship with Leonard. Meanwhile, Howard becomes the target of practical jokes on the space station.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S6.E3 ∙ The Higgs Boson Observation,7.9,https://www.imdb.com//title/tt2378184/?ref_=ttep_ep_3,"When Sheldon hires a female grad student to assist him, a jealous Amy asks Penny to help her spy on them. On the space station, Howard begins behaving erratically.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Jim Reynolds']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S6.E4 ∙ The Re-Entry Minimization,8.2,https://www.imdb.com//title/tt2411550/?ref_=ttep_ep_4,Howard is offended when his return from space is met with little fanfare. Penny and Amy take on Sheldon and Leonard during game night.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S6.E5 ∙ The Holographic Excitation,8.0,https://www.imdb.com//title/tt2411582/?ref_=ttep_ep_5,"While Raj plans Stuart's Halloween party at the comic book store, Howard annoys the rest of the gang by constantly talking about space, and Penny tries to take more of an interest in Leonard's work.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S6.E6 ∙ The Extract Obliteration,7.8,https://www.imdb.com//title/tt2450064/?ref_=ttep_ep_6,Penny enrolls in a college class and keeps it a secret from Leonard. Sheldon causes conflict with Dr. Stephen Hawking over an online game.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S6.E7 ∙ The Habitation Configuration,7.6,https://www.imdb.com//title/tt2462410/?ref_=ttep_ep_7,"Howard makes a decision whether or not to move out of his mother's house, while Sheldon is caught in the middle of an argument between Amy and Wil Wheaton.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S6.E8 ∙ The 43 Peculiarity,8.4,https://www.imdb.com//title/tt2502436/?ref_=ttep_ep_8,"Leonard feels threatened after hearing about Penny's study partner at school, while Howard and Raj become determined to find out one of Sheldon's secrets.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S6.E9 ∙ The Parking Spot Escalation,8.2,https://www.imdb.com//title/tt2505340/?ref_=ttep_ep_9,The gang are drawn into a fight between Howard and Sheldon over Sheldon's vacant parking spot at the university.,['Peter Chakos'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S6.E10 ∙ The Fish Guts Displacement,8.0,https://www.imdb.com//title/tt2523744/?ref_=ttep_ep_10,"Howard tries to bond with Bernadette's father during a fishing trip. When Sheldon is obligated to take care of a sick Amy, she finds ways to take advantage of the situation.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S6.E11 ∙ The Santa Simulation,7.8,https://www.imdb.com//title/tt2559784/?ref_=ttep_ep_11,The girls take Raj out to a nightclub to find him a date. A game of Dungeons and Dragons rekindle old memories of Santa for Sheldon.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S6.E12 ∙ The Egg Salad Equivalency,8.4,https://www.imdb.com//title/tt2571320/?ref_=ttep_ep_12,"When Penny finds out Alex has a crush on Leonard, Sheldon gets himself and the rest of the guys in trouble with Human Resources whilst trying to solve the problem.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S6.E13 ∙ The Bakersfield Expedition,8.4,https://www.imdb.com//title/tt2582488/?ref_=ttep_ep_13,"The guys are stranded in the middle of nowhere when Leonard's car is stolen on the way to the Bakersfield Comic-Con. Back home, the girls try to figure out why the guys are so fascinated with comic books.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S6.E14 ∙ The Cooper/Kripke Inversion,7.7,https://www.imdb.com//title/tt2636834/?ref_=ttep_ep_14,Sheldon is forced to work with Kripke on a project and must concoct an elaborate lie when he can't hold up his end of the work. Howard and Raj get superhero figurines made of themselves.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S6.E15 ∙ The Spoiler Alert Segmentation,8.2,https://www.imdb.com//title/tt2633894/?ref_=ttep_ep_15,"Leonard moves in with Penny after a fight with Sheldon, which causes Amy to want to move in with Sheldon. Meanwhile, Raj has a frightening experience with Howard's mother.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S6.E16 ∙ The Tangible Affection Proof,7.8,https://www.imdb.com//title/tt2668846/?ref_=ttep_ep_16,"Sheldon gets Alex to buy a Valentine's Day gift for Amy. Leonard, Penny, Howard and Bernadette have a disastrous dinner together. Raj and Stuart host a ""Lonely People"" party at the comic book store.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S6.E17 ∙ The Monster Isolation,7.6,https://www.imdb.com//title/tt2697398/?ref_=ttep_ep_17,"Raj falls apart after his date sneaks out on him, and Sheldon reluctantly returns the favor after Penny helps him out with his ""Fun With Flags"" program.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S6.E18 ∙ The Contractual Obligation Implementation,7.7,https://www.imdb.com//title/tt2708314/?ref_=ttep_ep_18,"Leonard, Sheldon and Howard give lectures on science to junior high students. The girls ditch work to go to Disneyland. Raj devises a date for Lucy that fixes their social anxiety problems.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S6.E19 ∙ The Closet Reconfiguration,8.1,https://www.imdb.com//title/tt2739286/?ref_=ttep_ep_19,Howard becomes upset when Sheldon finds a letter from his estranged father whilst cleaning out his and Bernadette's closet.,['Anthony Rich'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S6.E20 ∙ The Tenure Turbulence,8.0,https://www.imdb.com//title/tt2784494/?ref_=ttep_ep_20,"Leonard, Sheldon, Raj and Kripke battle for tenure at the university.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steve Holland']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S6.E21 ∙ The Closure Alternative,8.0,https://www.imdb.com//title/tt2833366/?ref_=ttep_ep_21,Amy tries to help a depressed Sheldon find closure when one of his favorite TV shows is canceled. Raj becomes paranoid when he finds Lucy's blog.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S6.E22 ∙ The Proton Resurgence,7.9,https://www.imdb.com//title/tt2833352/?ref_=ttep_ep_22,Bernadette and Howard offer to watch Raj's dog and live to regret it. Leonard and Sheldon hire their favorite childhood star to make an appearance.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S6.E23 ∙ The Love Spell Potential,8.1,https://www.imdb.com//title/tt2852720/?ref_=ttep_ep_23,"A date between Raj and Lucy takes both of them out of their comfort zones. After a trip to Las Vegas goes awry, the girls join in on a Dungeons and Dragons game, which causes Amy and Sheldon to re-evaluate their relationship.",['Anthony Rich'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S6.E24 ∙ The Bon Voyage Reaction,7.7,https://www.imdb.com//title/tt2891288/?ref_=ttep_ep_24,"Penny is thrown for a loop when Leonard is offered a job overseas, but the news is an even bigger shock to Sheldon. Raj and Lucy's relationship comes to a crossroad.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Jim Reynolds']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S7.E1 ∙ The Hofstadter Insufficiency,7.7,https://www.imdb.com//title/tt3111660/?ref_=ttep_ep_1,Sheldon and Penny bond over missing Leonard. Howard tries to help Raj get over his breakup with Lucy. Amy and Bernadette take a trip together to a biology convention.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Eric Kaplan']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S7.E2 ∙ The Deception Verification,7.9,https://www.imdb.com//title/tt2933998/?ref_=ttep_ep_2,Sheldon feels betrayed when Leonard returns from the North Sea and wants to spend his time with Penny instead of him. Howard's latest foray into helping his mother has some disastrous side effects.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S7.E3 ∙ The Scavenger Vortex,8.7,https://www.imdb.com//title/tt3218670/?ref_=ttep_ep_3,The gang get competitive when they are forced to take part in Raj's scavenger hunt.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S7.E4 ∙ The Raiders Minimization,7.8,https://www.imdb.com//title/tt3221722/?ref_=ttep_ep_4,"Sheldon gets mad at Amy for ruining one of his favorite movies, Raj and Stuart try to make their online dating profiles more appealing, and Leonard tries to play the sympathy card with Penny.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S7.E5 ∙ The Workplace Proximity,7.6,https://www.imdb.com//title/tt3229392/?ref_=ttep_ep_5,"After a fight with Bernadette, Howard ends up on Raj's couch. Sheldon and Amy clash when Amy takes a job at the university.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Eric Kaplan']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S7.E6 ∙ The Romance Resonance,8.4,https://www.imdb.com//title/tt3229394/?ref_=ttep_ep_6,Howard plans something special to celebrate the anniversary of his first date with Bernadette. Sheldon is conflicted when he makes a major scientific breakthrough but some details have to be corrected.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S7.E7 ∙ The Proton Displacement,7.7,https://www.imdb.com//title/tt3229396/?ref_=ttep_ep_7,"Sheldon seeks payback when Arthur ""Professor Proton"" Jeffries asks Leonard for help on a project instead of him. Raj gets upset at Howard for crashing his night with the girls.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S7.E8 ∙ The Itchy Brain Simulation,7.5,https://www.imdb.com//title/tt3303726/?ref_=ttep_ep_8,"Sheldon demands Leonard make up for a mistake from their past. Penny confronts Raj's ex-girlfriend, Lucy.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Eric Kaplan']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S7.E9 ∙ The Thanksgiving Decoupling,8.8,https://www.imdb.com//title/tt3309570/?ref_=ttep_ep_9,"The gang spend Thanksgiving at Mrs. Wolowitz's house. Howard tries to bond with his father-in-law, and a mistake from Penny's past comes back to haunt her.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S7.E10 ∙ The Discovery Dissipation,7.6,https://www.imdb.com//title/tt3338358/?ref_=ttep_ep_10,Leonard has to deal with the fallout of disproving Sheldon's new scientific discovery. Raj spends a week at Howard and Bernadette's apartment.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S7.E11 ∙ The Cooper Extraction,8.1,https://www.imdb.com//title/tt3337724/?ref_=ttep_ep_11,"While Sheldon is at home in Texas, the rest of the gang decorate for Christmas and think about how much he has affected their lives.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Jim Reynolds']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S7.E12 ∙ The Hesitation Ramification,7.4,https://www.imdb.com//title/tt3337728/?ref_=ttep_ep_12,"After Leonard tries to help Penny following a failed role on a TV show, she makes an important decision. Meanwhile, Raj and Stuart try to practice their social skills, and Sheldon navigates the intricacies of being funny.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S7.E13 ∙ The Occupation Recalibration,7.5,https://www.imdb.com//title/tt3337730/?ref_=ttep_ep_13,Sheldon tries to relax after he is forced to take a vacation. Leonard struggles to be supportive of Penny after she quits her job. Amy receives unwanted attention from a co-worker. Bernadette seeks Stuart's help in replacing one of Howard's comic books.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S7.E14 ∙ The Convention Conundrum,8.0,https://www.imdb.com//title/tt3453320/?ref_=ttep_ep_14,"When the guys can't get hold of any Comic-Con tickets, Sheldon tries to hold his own convention and ends up spending a wild night with James Earl Jones. Meanwhile, the girls try to feel more mature by going to a fancy hotel for tea.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S7.E15 ∙ The Locomotive Manipulation,8.2,https://www.imdb.com//title/tt3477310/?ref_=ttep_ep_15,Sheldon and Amy take a train ride to Napa Valley with Howard and Bernadette on Valentine's Day. Leonard and Penny take Raj's dog to the vet when she accidentally eats some chocolate.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S7.E16 ∙ The Table Polarization,7.6,https://www.imdb.com//title/tt3507240/?ref_=ttep_ep_16,"Leonard's purchase of a dining room table causes Sheldon to reevaluate the changes in his life. Meanwhile, Howard is offered a chance to go back to space and Bernadette struggles with whether or not to encourage him.",['Gay Linvill'],"['Chuck Lorre, Bill Prady, Jim Reynolds']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S7.E17 ∙ The Friendship Turbulence,7.4,https://www.imdb.com//title/tt3521962/?ref_=ttep_ep_17,"After arguing with Sheldon, Howard tries to make amends by taking him to NASA headquarters in Houston. Penny has second thoughts about quitting her waitressing job when her car dies. Amy gets involved in trying to find Raj a date.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Jim Reynolds']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S7.E18 ∙ The Mommy Observation,7.4,https://www.imdb.com//title/tt3517894/?ref_=ttep_ep_18,"When Sheldon visits his mother in Houston, he is forced to confront a new reality. Back in Pasadena, the rest of the gang reluctantly take part in Raj's Murder Mystery party.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S7.E19 ∙ The Indecision Amalgamation,8.1,https://www.imdb.com//title/tt3521964/?ref_=ttep_ep_19,"While Raj is wracked with guilt when he tries to date Lucy and Emily at the same time, Penny wrestles with whether to take a role in a cheesy movie and Sheldon is torn trying to choose between two gaming systems.",['Anthony Rich'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
