Season_Episode_Name,Rating,Link,Story,Director,Writers,Stars
S10.E20 ∙ The Recollection Dissipation,7.2,https://www.imdb.com//title/tt6565516/?ref_=ttep_ep_20,"Sheldon reaches his limit when he works on projects with Leonard, Howard and Amy in one day. Bernadette has doubts about leaving Halley when she goes back to work.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S10.E21 ∙ The Separation Agitation,7.2,https://www.imdb.com//title/tt6565524/?ref_=ttep_ep_21,Howard and Bernadette have a hard time leaving Halley in daycare when Bernadette returns to work. Bert introduces the gang to his new girlfriend.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steve Holland']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S10.E22 ∙ The Cognition Regeneration,6.8,https://www.imdb.com//title/tt6565530/?ref_=ttep_ep_22,"Leonard is less than thrilled when Penny considers accepting a job offer from her ex-boyfriend, Zack. Sheldon worries that he hasn't reached his full potential soon enough.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, David Goetsch']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S10.E23 ∙ The Gyroscopic Collapse,7.1,https://www.imdb.com//title/tt6706250/?ref_=ttep_ep_23,"After celebrating the completion of the top-secret Air Force project, Leonard, Sheldon and Howard get an unwelcome surprise; Amy receives an offer for a summer position at Princeton as a visiting researcher.",['Anthony Rich'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S10.E24 ∙ The Long Distance Dissonance,8.5,https://www.imdb.com//title/tt6706254/?ref_=ttep_ep_24,"The gang become concerned when Sheldon's former admirer, Ramona Nowitzki, resurfaces while Amy is away at Princeton.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steve Holland']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S11.E1 ∙ The Proposal Proposal,7.5,https://www.imdb.com//title/tt6673774/?ref_=ttep_ep_1,"Amy has trouble deciding whether or not she should marry Sheldon. Meanwhile, Bernadette confides in Penny when she finds out some huge news.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steve Holland']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S11.E2 ∙ The Retraction Reaction,7.2,https://www.imdb.com//title/tt6674506/?ref_=ttep_ep_2,Leonard angers the University and the Physics Community when he gives an embarrassing radio interview. Bernadette and Amy compare their successes at work.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, David Goetsch']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S11.E3 ∙ The Relaxation Integration,7.0,https://www.imdb.com//title/tt6674504/?ref_=ttep_ep_3,"Sheldon and Amy struggle with picking a wedding date. Meanwhile, Stuart and Raj fight over one of Bernadette's co-workers for a date.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Maria Ferrari']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S11.E4 ∙ The Explosion Implosion,7.1,https://www.imdb.com//title/tt6674498/?ref_=ttep_ep_4,Howard and Bernadette are disappointed when they find out the sex of the baby. Leonard is annoyed when his mother befriends Penny.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S11.E5 ∙ The Collaboration Contamination,7.3,https://www.imdb.com//title/tt6674496/?ref_=ttep_ep_5,"Amy and Howard work in the lab together causing Sheldon, Bernadette and Raj to feel jealous and lonely. Penny starts using a parenting book to control Sheldon's behavior.",['Nikki Lorre'],"['Chuck Lorre, Bill Prady, David Goetsch']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S11.E6 ∙ The Proton Regeneration,7.2,https://www.imdb.com//title/tt6674494/?ref_=ttep_ep_6,"Sheldon and Wil Wheaton both go head-to-head for the role of the new Professor Proton, Meanwhile Penny takes care of Halley when Bernadette and Howard are on bed rest.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steve Holland']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S11.E7 ∙ The Geology Methodology,7.4,https://www.imdb.com//title/tt6674492/?ref_=ttep_ep_7,"When Bert asks Sheldon to collaborate on a project with him, Sheldon becomes worried about others finding out because he thinks geology is beneath him. Raj seeks advice after reconnecting with Ruchi.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Eric Kaplan']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S11.E8 ∙ The Tesla Recoil,7.1,https://www.imdb.com//title/tt6674490/?ref_=ttep_ep_8,Howard and Leonard become upset after they discover that Sheldon has been working with the military without telling them; Bernadette asks Raj to investigate her suspicions that Ruchi is attempting to take her job away from her.,['Anthony Rich'],"['Chuck Lorre, Bill Prady, Steve Holland']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S11.E9 ∙ The Bitcoin Entanglement,7.7,https://www.imdb.com//title/tt6674486/?ref_=ttep_ep_9,Sheldon tries to teach the other guys a lesson after they cut him out of a potentially valuable Bitcoin investment seven years ago.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, David Goetsch']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S11.E10 ∙ The Confidence Erosion,7.3,https://www.imdb.com//title/tt6674480/?ref_=ttep_ep_10,Sheldon and Amy try to eliminate stress from wedding planning by applying math to the process. Raj and Howard come to blows when Raj begins to feel like Howard hurts his confidence.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steve Holland']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S11.E11 ∙ The Celebration Reverberation,7.1,https://www.imdb.com//title/tt6674476/?ref_=ttep_ep_11,Raj and Howard's feud continues as the gang plan Halley's first birthday party. Sheldon's surprise for Amy's birthday goes awry when they get food poisoning.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, David Goetsch']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S11.E12 ∙ The Matrimonial Metric,7.4,https://www.imdb.com//title/tt6674472/?ref_=ttep_ep_12,"Sheldon and Amy pick their best-man and maid of honor by experimenting on the gang. Meanwhile, Leonard's self-confidence is still badly damaged after reading his brother's Christmas letter.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steve Holland']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S11.E13 ∙ The Solo Oscillation,7.2,https://www.imdb.com//title/tt6674468/?ref_=ttep_ep_13,"Sheldon kicks Amy out of the apartment to work solo, and she and Leonard end up bonding during a series of science experiments; Howard is replaced by Bert in Footprints on the Moon.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Eric Kaplan']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S11.E14 ∙ The Separation Triangulation,7.2,https://www.imdb.com//title/tt6674466/?ref_=ttep_ep_14,"Raj meets a girl at the Planetarium, but soon after finds out she is married. Sheldon rents out his old room to use for his work.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steven Molaro']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S11.E15 ∙ The Novelization Correlation,7.4,https://www.imdb.com//title/tt6674462/?ref_=ttep_ep_15,"Leonard's book raises questions, and Amy guest stars on the new Professor Proton show.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Eric Kaplan']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S11.E16 ∙ The Neonatal Nomenclature,7.1,https://www.imdb.com//title/tt6674448/?ref_=ttep_ep_16,"When Bernadette won't go into labor, the gang try different tactics to get things started. Also, Wolowitz confronts Bernadette after Amy accidentally reveals she's already chosen their son's name.",['Gay Linvill'],"['Chuck Lorre, Bill Prady, Steve Holland']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S11.E17 ∙ The Athenaeum Allocation,6.8,https://www.imdb.com//title/tt6674452/?ref_=ttep_ep_17,"Leonard jumps through hoops to help secure the perfect wedding venue for Sheldon and Amy. Also, Bernadette and Wolowitz have a hard time deciding who should stay at home with the kids and who should go back to work.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, David Goetsch']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S11.E18 ∙ The Gates Excitation,7.1,https://www.imdb.com//title/tt6674456/?ref_=ttep_ep_18,"Leonard, Howard and Raj try to meet Bill Gates, who's meeting with Penny to merge their companies; Sheldon thinks he's the victim of an April Fool's prank.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steve Holland']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S11.E19 ∙ The Tenant Disassociation,7.2,https://www.imdb.com//title/tt6674454/?ref_=ttep_ep_19,Leonard runs against Sheldon to be president of the tenants association; Wolowitz and Koothrappali find a drone in the backyard.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, David Goetsch']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S11.E20 ∙ The Reclusive Potential,7.2,https://www.imdb.com//title/tt6674434/?ref_=ttep_ep_20,Sheldon takes the guys to a cabin in the middle of nowhere to meet a reclusive scientist; Penny and Bernadette improvise Amy's bachelorette party.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steve Holland']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S11.E21 ∙ The Comet Polarization,7.4,https://www.imdb.com//title/tt6674432/?ref_=ttep_ep_21,Sheldon's comic book store experience changes when writer Neil Gaiman puts Stuart's store on the map; friendships are threatened when Koothrappali takes credit for Penny's astronomical discovery.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Maria Ferrari']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S11.E22 ∙ The Monetary Insufficiency,7.2,https://www.imdb.com//title/tt6674428/?ref_=ttep_ep_22,"Sheldon goes to Vegas to win money for science. Also, Penny and Bernadette take Amy wedding dress shopping, but her terrible choice entangles them in a web of lies.",['Nikki Lorre'],"['Chuck Lorre, Bill Prady, Steve Holland']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S11.E23 ∙ The Sibling Realignment,7.7,https://www.imdb.com//title/tt6674424/?ref_=ttep_ep_23,Sheldon and Leonard make a road trip to wrangle a reluctant wedding guest.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, David Goetsch']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S11.E24 ∙ The Bow Tie Asymmetry,9.0,https://www.imdb.com//title/tt6674430/?ref_=ttep_ep_24,"When Amy's parents and Sheldon's family arrive, everybody is focused to make sure all wedding arrangements go according to plan - everyone except the bride and groom.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steve Holland']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S12.E1 ∙ The Conjugal Configuration,7.2,https://www.imdb.com//title/tt6673778/?ref_=ttep_ep_1,"After their wedding, Amy and Sheldon go on their honeymoon.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steve Holland']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S12.E2 ∙ The Wedding Gift Wormhole,7.6,https://www.imdb.com//title/tt6674688/?ref_=ttep_ep_2,Leonard and Penny give Sheldon and Amy a baffling wedding gift.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, David Goetsch']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S12.E3 ∙ The Procreation Calculation,7.2,https://www.imdb.com//title/tt6674692/?ref_=ttep_ep_3,"The Wolowitzes' life gets complicated when Stuart starts bringing his new girlfriend home. Also, Penny and Leonard talk about starting a family while Koothrappali explores an arranged marriage.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steve Holland']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S12.E4 ∙ The Tam Turbulence,7.0,https://www.imdb.com//title/tt6674690/?ref_=ttep_ep_4,"Sheldon won't tell anyone why he's never mentioned Tam, his childhood best friend, so Leonard takes matters into his own hands. Also, Bernadette and Penny take out Raj's fiancée, Anu, for dinner to get the skinny on her.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, David Goetsch']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S12.E5 ∙ The Planetarium Collision,6.8,https://www.imdb.com//title/tt6674694/?ref_=ttep_ep_5,"Amy doesn't have time to work with Sheldon on super asymmetry, so he goes to great lengths to ensure she's available. Koothrappali doesn't want Wolowitz to join him in hosting a show at the planetarium.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steve Holland']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S12.E6 ∙ The Imitation Perturbation,8.2,https://www.imdb.com//title/tt6674704/?ref_=ttep_ep_6,"When Wolowitz dresses up as Sheldon for Halloween, Sheldon seeks retaliation at Leonard and Penny's Halloween party. Also, Leonard is shocked that Penny doesn't remember their first kiss.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Eric Kaplan']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S12.E7 ∙ The Grant Allocation Derivation,7.3,https://www.imdb.com//title/tt6674696/?ref_=ttep_ep_7,"Leonard is caught between a rock and a hard place when he's responsible for distributing extra grant money. Also, Bernadette turns the backyard playhouse into a hideaway from her husband and kids.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steve Holland']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S12.E8 ∙ The Consummation Deviation,7.3,https://www.imdb.com//title/tt6674702/?ref_=ttep_ep_8,"Sheldon tries to bond with Amy's father, but when Wolowitz lures Mr. Fowler away with magic tricks, Sheldon has no choice but to bond with Mrs. Fowler. Also, Koothrappali and Anu try to get physical for the first time.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Eric Kaplan']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S12.E9 ∙ The Citation Negation,7.2,https://www.imdb.com//title/tt6674698/?ref_=ttep_ep_9,Sheldon and Amy are devastated after learning from a Russian paper that super asymmetry has already been theorized and disproved. Bernadette wants to beat Howard in a popular video game.,['Kristy Cecil'],"['Chuck Lorre, Bill Prady, Steve Holland']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S12.E10 ∙ The VCR Illumination,7.5,https://www.imdb.com//title/tt6674710/?ref_=ttep_ep_10,A VHS tape from Sheldon's past inspires him and Amy not to give up when they're still feeling down about their theory being disproven. Bernadette turns into a pageant mom when she tries to help Howard with his Magic Castle audition.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Maria Ferrari']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S12.E11 ∙ The Paintball Scattering,7.3,https://www.imdb.com//title/tt6674706/?ref_=ttep_ep_11,"Penny and Leonard organize a paintball game, which results in mayhem when Sheldon becomes jealous of Amy. Raj catches Anu with her ex-boyfriend. Stuart doesn't want to move in with Denise.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steve Holland']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S12.E12 ∙ The Propagation Proposition,7.1,https://www.imdb.com//title/tt6674708/?ref_=ttep_ep_12,"Penny's ex-boyfriend Zack learns that he is infertile, so he asks Leonard for help; Koothrappali attempts to mend things with his ex-fiancee Anu.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Maria Ferrari']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S12.E13 ∙ The Confirmation Polarization,7.1,https://www.imdb.com//title/tt6674714/?ref_=ttep_ep_13,"Sheldon and Amy are thrilled when their super asymmetry theory is proven by two physicists, until they try to kick Amy off the Nobel nomination. Bernadette gets one of her drugs approved and wants a reluctant Penny to head the sales team.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steve Holland']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S12.E14 ∙ The Meteorite Manifestation,7.1,https://www.imdb.com//title/tt6674712/?ref_=ttep_ep_14,Sheldon is thrilled to help Bernadette and Howard navigate bureaucracy concerning a neighbor's non-compliant balcony until he learns they too have ignored codes. Leonard is disappointed when his friends are uninterested in his new laser.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Eric Kaplan']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S12.E15 ∙ The Donation Oscillation,7.4,https://www.imdb.com//title/tt6674716/?ref_=ttep_ep_15,"Penny tries to throw a wrench into Leonard's plan to be a sperm donor for her ex-boyfriend; Wolowitz, Bernadette, Anu and Koothrappali turn Koothrappali's canceled bachelor party into a couple's trip aboard the ""vomit comet.""",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steve Holland']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S12.E16 ∙ The D & D Vortex,7.9,https://www.imdb.com//title/tt6674718/?ref_=ttep_ep_16,"The gang finds out Wil Wheaton hosts a celebrity Dungeons and Dragons game involving William Shatner, Joe Manganiello, Kareem Abdul-Jabbar and Kevin Smith. Deception and betrayal are the path to make it to the one open seat.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Eric Kaplan']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S12.E17 ∙ The Conference Valuation,7.1,https://www.imdb.com//title/tt6674726/?ref_=ttep_ep_17,"Bernadette and Penny travel to San Diego for a pharmaceutical sales convention. Back home, Amy and the guys experiment on the Wolowitz children when Sheldon finds a book on it.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steve Holland']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S12.E18 ∙ The Laureate Accumulation,7.1,https://www.imdb.com//title/tt6674724/?ref_=ttep_ep_18,"Rivals Pemberton and Campbell charm America on a publicity tour so Sheldon and Amy try to win over Nobel laureates Kip Thorne, George Smoot and Frances Arnold. Halley's fear of the dark causes opportunity and conflict at the Wolowitz home.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, David Goetsch']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S12.E19 ∙ The Inspiration Deprivation,7.0,https://www.imdb.com//title/tt6674720/?ref_=ttep_ep_19,Contemplating what it would mean to all women if she were to win a Nobel Prize causes Amy to have a meltdown. Koothrappali and Wolowitz try to relive the good old days after Wolowitz buys a scooter that looks like the one he had years ago.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steve Holland']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S12.E20 ∙ The Decision Reverberation,7.1,https://www.imdb.com//title/tt6674728/?ref_=ttep_ep_20,Koothrappali is worried people won't take him seriously in his own field after publishing a paper that suggests he may have discovered alien life. Leonard wants to be the principal investigator on a plasma physics study.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Eric Kaplan']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S12.E21 ∙ The Plagiarism Schism,7.3,https://www.imdb.com//title/tt6674732/?ref_=ttep_ep_21,"Kripke has proof that Dr. Pemberton plagiarized his thesis in college, and Sheldon and Amy aren't sure if they should turn him in. Wolowitz learns that Bernadette wasn't the only waitress at the Cheesecake Factory who had a crush on him.",['Nikki Lorre'],"['Chuck Lorre, Bill Prady, Steve Holland']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S12.E22 ∙ The Maternal Conclusion,7.9,https://www.imdb.com//title/tt6674730/?ref_=ttep_ep_22,"Leonard is pleasantly surprised when Beverly comes to visit and she's genuinely kind to him, until he finds out the real reason she's there. Also, Denise and Stuart overstay their welcome at the Wolowitz house.",['Kristy Cecil'],"['Chuck Lorre, Bill Prady, Maria Ferrari']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S12.E23 ∙ The Change Constant,9.0,https://www.imdb.com//title/tt6674734/?ref_=ttep_ep_23,Sheldon and Amy await big news.,['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steve Holland']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
S12.E24 ∙ The Stockholm Syndrome,9.5,https://www.imdb.com//title/tt6674736/?ref_=ttep_ep_24,"Bernadette and Wolowitz leave their kids for the first time; Penny and Leonard try to keep a secret; Sheldon and Amy stick together; and Koothrappali makes a new friend, as the gang travels together into an uncharted future.",['Mark Cendrowski'],"['Chuck Lorre, Bill Prady, Steve Holland']","['Johnny Galecki, Jim Parsons, Kaley Cuoco']"
